," 29,500"
," 8,000"
" 5,500","10,000"
" 14,000","15,000"
," 12,000"
" 1,000","30,000"
," 50,000 "
" 6,000","8,000"
," 6,500"
" 1,500","20,000"
" 1,000","30,000"
" 6,800","25,000"
," 14,980"
," 7,000"
" 2,000","4,500"
" 1,000","30,000"
," 9,998"
" 1,000","30,000"
